"Year","Occupation","Total_Number","Men_Number","Women_Number","Total_MedianEarnings","Men_MedianEarnings","Women_MedianEarnings"
2018,"Residential advisors",26891,9637,17254,28967,36693,28967
2018,"Personal care and service workers, all other",81700,38873,42827,29731,30699,29731
2018,"Sales and Related Occupations:",10130887,5893182,4237705,36519,54754,36519
2018,"First-Line supervisors of retail sales workers",2658713,1488859,1169854,36166,50319,36166
2018,"First-Line supervisors of non-retail sales workers",1127693,781633,346060,60284,70512,60284
2018,"Cashiers",1022881,301665,721216,21664,24477,21664
2018,"Counter and rental clerks",52689,33473,19216,28846,38325,28846
2018,"Parts salespersons",81106,71925,9181,31307,39174,31307
2018,"Retail salespersons",1714265,1050384,663881,29246,40600,29246
2018,"Advertising sales agents",119291,57762,61529,61471,67381,61471
2018,"Insurance sales agents",436274,223652,212622,45358,68818,45358
2018,"Securities, commodities, and financial services sales agents",201710,143408,58302,61816,109623,61816
2018,"Travel agents",49506,9956,39550,41285,45610,41285
2018,"Sales representatives of services, except advertising, insurance, financial services, and travel",565397,400572,164825,59564,74922,59564
2018,"Sales representatives, wholesale and manufacturing",1171414,860945,310469,58246,71573,58246
2018,"Models, demonstrators, and product promoters",12751,4339,8412,31787,45551,31787
2018,"Real estate brokers and sales agents",598051,285484,312567,51949,70710,51949
2018,"Sales engineers",35906,32195,3711,79723,110497,79723
2018,"Telemarketers",26295,9526,16769,25722,33050,25722
2018,"Door-to-door sales workers, news and street vendors, and related workers",50224,28217,22007,28384,36154,28384
2018,"Sales and related workers, all other",206721,109187,97534,50029,67511,50029
2018,"Office and Administrative Support Occupations:",12527103,3409297,9117806,37220,44296,37220
2018,"First-Line supervisors of office and administrative support workers",1134385,429283,705102,47857,60909,47857
2018,"Switchboard operators, including answering service",13931,2202,11729,32030,40896,32030
2018,"Telephone operators",21459,6344,15115,30999,39792,30999
2018,"Communications equipment operators, all other",12612,7056,5556,45222,51716,45222
2018,"Bill and account collectors",126263,37001,89262,35738,38903,35738
2018,"Billing and posting clerks",402466,49758,352708,36419,41528,36419
2018,"Bookkeeping, accounting, and auditing clerks",841994,116057,725937,40539,44997,40539
2018,"Gambling cage workers",4436,1455,2981,31183,36491,31183
2018,"Payroll and timekeeping clerks",131417,17203,114214,44749,50129,44749
2018,"Procurement clerks",43685,19879,23806,55198,63293,55198
2018,"Tellers",190229,28675,161554,28399,29581,28399
2018,"Financial clerks, all other",146980,65562,81418,51075,91573,51075
2018,"Brokerage clerks",8198,2061,6137,47055,51828,47055
2018,"Correspondence clerks",4911,1390,3521,31878,52285,31878
2018,"Court, municipal, and license clerks",61148,12720,48428,40026,48413,40026
2018,"Credit authorizers, checkers, and clerks",41108,12026,29082,39340,61737,39340
2018,"Customer service representatives",2035953,691550,1344403,34868,39259,34868
2018,"Eligibility interviewers, government programs",66286,14542,51744,41895,48188,41895
2018,"File clerks",122095,28632,93463,36406,40837,36406
2018,"Hotel, motel, and resort desk clerks",87856,32776,55080,24047,25718,24047
2018,"Interviewers, except eligibility and loan",77744,15418,62326,33767,39085,33767
2018,"Library assistants, clerical",30584,5934,24650,31562,35934,31562
2018,"Loan interviewers and clerks",116188,27165,89023,44775,50269,44775
2018,"New accounts clerks",14300,4074,10226,42880,50835,42880
2018,"Order clerks",86698,41513,45185,32449,38188,32449
2018,"Human resources assistants, except payroll and timekeeping",40401,8666,31735,41057,45924,41057
2018,"Receptionists and information clerks",694078,72701,621377,30003,32428,30003
2018,"Reservation and transportation ticket agents and travel clerks",93188,43305,49883,41036,46404,41036
2018,"Information and record clerks, all other",83360,20187,63173,40323,48594,40323
2018,"Cargo and freight agents",16693,11963,4730,46792,39579,46792
2018,"Couriers and messengers",164903,139234,25669,32258,39143,32258
2018,"Public safety telecommunicators",78326,24892,53434,40790,46824,40790
2018,"Dispatchers, except police, fire, and ambulance",162115,84654,77461,35193,45705,35193
2018,"Meter readers, utilities",19548,17922,1626,38438,39622,38438
2018,"Postal service clerks",100819,49236,51583,52031,59058,52031
2018,"Postal service mail carriers",281660,173392,108268,53608,58730,53608
2018,"Postal service mail sorters, processors, and processing machine operators",51588,26475,25113,50616,57065,50616
2018,"Production, planning, and expediting clerks",299389,127374,172015,42001,61664,42001
2018,"Shipping, receiving, and inventory clerks",485374,333956,151418,30801,34614,30801
2018,"Weighers, measurers, checkers, and samplers, recordkeeping",79429,44608,34821,33988,40634,33988
2018,"Executive secretaries and executive administrative assistants",174754,11778,162976,60122,59295,60122
2018,"Legal secretaries and administrative assistants",51196,2781,48415,48620,57961,48620
2018,"Medical secretaries and administrative assistants",43498,2618,40880,35130,40464,35130
2018,"Secretaries and administrative assistants, except legal, medical, and executive",1790070,108808,1681262,37442,42236,37442
2018,"Data entry keyers",212351,52510,159841,34421,36422,34421
2018,"Word processors and typists",175884,28316,147568,36482,40826,36482
2018,"Desktop publishers",1239,997,242,41889,54957,41889
2018,"Insurance claims and policy processing clerks",179113,40472,138641,39266,48844,39266
2018,"Mail clerks and mail machine operators, except postal service",43594,22731,20863,29940,33879,29940
2018,"Office clerks, general",939894,167839,772055,35628,40958,35628
2018,"Office machine operators, except computer",18913,8740,10173,30823,38124,30823
2018,"Proofreaders and copy markers",4601,1071,3530,45821,42028,45821
2018,"Statistical assistants",24262,12545,11717,50311,58914,50311
2018,"Office and administrative support workers, all other",393937,99250,294687,41095,47940,41095
2018,"Natural Resources, Construction, and Maintenance Occupations:",10852297,10398640,453657,33877,43592,33877
2018,"Farming, Fishing, and Forestry Occupations:",686487,558469,128018,22783,31411,22783
2018,"First-line supervisors of farming, fishing, and forestry workers",60475,53941,6534,36477,46075,36477
2018,"Agricultural inspectors",11009,7102,3907,44095,50279,44095
2018,"Animal breeders",5120,3414,1706,27952,33833,27952
2018,"Graders and sorters, agricultural products",35581,15110,20471,21236,29915,21236
2018,"Miscellaneous agricultural workers",505464,414607,90857,22118,30175,22118
2018,"Fishing and hunting workers",22447,20713,1734,32266,41500,32266
2018,"Forest and conservation workers",11613,9946,1667,34115,41518,34115
2018,"Logging workers",34778,33636,1142,32650,35988,32650
2018,"Construction and Extraction Occupations:",6166725,5983193,183532,37272,42023,37272
2018,"First-line supervisors of construction trades and extraction workers",735625,704159,31466,48279,61529,48279
2018,"Brickmasons, blockmasons, and stonemasons",101959,101492,467,75712,39741,75712
2018,"Carpenters",898872,882999,15873,32065,38987,32065
2018,"Carpet, floor, and tile installers and finishers",101981,100212,1769,25442,35807,25442
2018,"Cement masons, concrete finishers, and terrazzo workers",45338,44802,536,25385,37591,25385
2018,"Construction laborers",1398949,1356991,41958,34546,35550,34546
2018,"Construction equipment operators",304327,298869,5458,42085,48390,42085
2018,"Drywall installers, ceiling tile installers, and tapers",110556,108996,1560,30236,35422,30236
2018,"Electricians",693159,677748,15411,50376,52163,50376
2018,"Glaziers",31806,30948,858,34792,40611,34792
2018,"Insulation workers",34506,32387,2119,29339,42253,29339
2018,"Painters and paperhangers",400577,375216,25361,27738,32288,27738
2018,"Pipelayers",37631,37419,212,42434,41277,42434
2018,"Plumbers, pipefitters, and steamfitters",464360,456797,7563,44063,48108,44063
2018,"Plasterers and stucco masons",17365,16950,415,16425,32469,16425
2018,"Roofers",146814,143736,3078,46100,32136,46100
2018,"Sheet metal workers",98653,93246,5407,37889,45844,37889
2018,"Structural iron and steel workers",48405,47269,1136,40541,51598,40541
2018,"Solar photovoltaic installers",11248,10973,275,31468,37131,31468
2018,"Helpers, construction trades",22937,21510,1427,24842,30600,24842
2018,"Construction and building inspectors",74967,66061,8906,49716,59555,49716
2018,"Elevator and escalator installers and repairers",23681,23468,213,12064,85657,12064
2018,"Fence erectors",22431,22000,431,35808,32498,35808
2018,"Hazardous materials removal workers",22588,17853,4735,29490,44731,29490
2018,"Highway maintenance workers",81914,80364,1550,32917,40802,32917
2018,"Miscellaneous construction and related workers",32130,31283,847,23629,40453,23629
2018,"Derrick, rotary drill, and service unit operators, oil and gas",24901,24579,322,81373,62641,81373
2018,"Earth drillers, except oil and gas",20107,19798,309,27492,50936,27492
2018,"Explosives workers, ordnance handling experts, and blasters",6165,5927,238,41029,49748,41029
2018,"Underground mining machine operators",38637,37232,1405,77688,62418,77688
2018,"Other extraction workers",68477,66791,1686,71951,57462,71951
2018,"Installation, Maintenance, and Repair Occupations:",3999085,3856978,142107,42132,48691,42132
2018,"First-line supervisors of mechanics, installers, and repairers",243544,227699,15845,52424,63323,52424
2018,"Computer, automated teller, and office machine repairers",115787,104473,11314,41823,46758,41823
2018,"Radio and telecommunications equipment installers and repairers",143123,130867,12256,49043,56553,49043
2018,"Avionics technicians",12161,11151,1010,48482,58803,48482
2018,"Electric motor, power tool, and related repairers",18975,17930,1045,38493,54817,38493
2018,"Electrical and electronics repairers, industrial and utility",11750,11352,398,42692,70174,42692
2018,"Electronic equipment installers and repairers, motor vehicles",9239,9021,218,29741,37403,29741
2018,"Audiovisual equipment installers and repairers",24552,23517,1035,50495,45015,50495
2018,"Security and fire alarm systems installers",48936,47812,1124,51026,47156,51026
2018,"Aircraft mechanics and service technicians",147154,140268,6886,51774,62496,51774
2018,"Automotive body and related repairers",112802,110760,2042,54177,43827,54177
2018,"Automotive glass installers and repairers",13698,12998,700,27428,40021,27428
2018,"Automotive service technicians and mechanics",725033,711405,13628,34464,39342,34464
2018,"Bus and truck mechanics and diesel engine specialists",253806,248694,5112,41973,48493,41973
2018,"Heavy vehicle and mobile equipment service technicians and mechanics",250420,245904,4516,39139,51721,39139
2018,"Small engine mechanics",29209,28765,444,16061,35263,16061
2018,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",58493,57183,1310,40223,31001,40223
2018,"Control and valve installers and repairers",21837,20672,1165,50288,59622,50288
2018,"Heating, air conditioning, and refrigeration mechanics and installers",354142,349525,4617,38525,47317,38525
2018,"Home appliance repairers",30159,28880,1279,26584,42031,26584
2018,"Industrial and refractory machinery mechanics",309799,299409,10390,46412,52187,46412
2018,"Maintenance and repair workers, general",474005,457017,16988,39606,47190,39606
2018,"Maintenance workers, machinery",24815,23412,1403,46990,55588,46990
2018,"Millwrights",36536,35651,885,42494,62582,42494
2018,"Electrical power-line installers and repairers",100667,98200,2467,52429,80512,52429
2018,"Telecommunications line installers and repairers",116898,112957,3941,57688,51851,57688
2018,"Precision instrument and equipment repairers",47603,43246,4357,38639,56004,38639
2018,"Coin, vending, and amusement machine servicers and repairers",23204,19340,3864,36238,38772,36238
2018,"Commercial divers",2293,1893,400,51469,50584,51469
2018,"Locksmiths and safe repairers",24447,23307,1140,35929,46813,35929
2018,"Helpers--installation, maintenance, and repair workers",14841,13916,925,30302,27019,30302
2018,"Other installation, maintenance, and repair workers",181730,172630,9100,35242,41396,35242
2018,"Production Occupations:",7221510,5310063,1911447,30617,42766,30617
2018,"First-line supervisors of production and operating workers",846274,678572,167702,45061,60776,45061
2018,"Aircraft structure, surfaces, rigging, and systems assemblers",5576,3785,1791,42367,47494,42367
2018,"Electrical, electronics, and electromechanical assemblers",105864,54001,51863,30934,36038,30934
2018,"Engine and other machine assemblers",9926,8837,1089,34936,47597,34936
2018,"Structural metal fabricators and fitters",21536,20848,688,45528,47547,45528
2018,"Other assemblers and fabricators",818940,517868,301072,30686,36741,30686
2018,"Bakers",135250,60915,74335,25878,31363,25878
2018,"Butchers and other meat, poultry, and fish processing workers",191537,142046,49491,26382,33841,26382
